K,sample_ID,S,H,no_spp_niche_0,no_spp_niche_1,no_spp_niche_2,no_spp_island_0,no_spp_island_1,no_spp_island_2,no_spp_island_3,no_spp_island_4,no_spp_island_5,no_spp_island_6,no_spp_island_7,no_spp_island_8,no_spp_island_9,no_spp_island_10,no_spp_island_11,no_spp_island_12,no_spp_island_13,no_spp_island_14,no_spp_island_15,presence_absence_matrix_cols_isles_concatenated
3,30,68,16,23,28,17,3,3,8,8,12,13,16,24,21,27,33,34,44,50,56,62,paaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaapapapaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaappapapaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaappppappaaaaaaaaaaaaaaaapapppapaaaaaaaaaaaaaaaaaaaaappppapaaaaaaaaaaappppappppaaaaaaaaaaaaaapppppappppaaaaaaaaaaaaaaaaaapppppppaaaaaaaaaappppppaaaaaaaaaaaaaaaaapppppapapappaaaaaaaaaaaaaaaappppppaaaaaaaaaaappppppapppaaaaaaaaaaaaapppppapaaaaappppaaaaaaaaaaaappppppppaaaaaaaaapppppppppppaaaaaaaaaaaapppppapapaappaapppaaaaaaaaaapppppppapppaaaaaappppppppppapppaaaaaaaaapppppappppappaappapaaaaaaaaapppppppaaaaaaaaaappppppppppppppppaaaaaaappppppppppappaappaappppaaaaapppppppaapppaaaaappppppppppapappppppaaaappppppppppappappppaappapaaaappppppppppppppaaappppppppppppppapappppaapppppppppppppapppaaappapppaapppppppppppapppppppppppppppppppppppppappppppppppppppppppppaapppppappppppppppppppppapa
3,31,63,16,26,21,16,3,6,5,8,11,13,22,25,28,28,36,41,46,50,56,56,paaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaappppppaaaaaaaaapppaapppaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaappapppaaaaaaaaaapppaappppppaaaaaaaaaaaaaaaapppppppaaaaaaaaaaaaappappppaaaaaaaaapppappppappppaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaapppppppppppaaaaapppappapaapappppaaaaaaaaaaapppapappaaaaaaaaaaaappppppppppapaaaapppppppppppppaaaaaaaaaaaaaapppppappaaaaaaaaaaaapppppppapaaaaaaapppppppppppppppaaaaaaaaaaaappppppppppaaaaaaaaaapppppppappappaaapppppppppppppppppppaaaaaaappppppppppappaaaaaaaapppppppapaapapaapppppppppppppppppappaaaaaaapppppppppapapppaaaaapppppppppppppapapppppppppppppppppapappaaaappppppppppapppaapppaapppppppppppppaappppppppppppppppppapppppppappppppppppppppppappaapppppppppppppapapppppppppppppppppapppapaapppppppppppppppppappppppppppppppppppaa
3,32,64,16,18,23,23,3,4,5,6,10,14,25,30,34,33,37,42,48,48,57,58,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaaapaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaapaapaaaaaaaaaaaaaaaaaaaappaappaaaaaaaaaaaaaaaapppapaaaaaaaaaaaaapaaaappppaaaaaaaaaaaaaapppaaappaaaaaaaaaaaaaaappppppaaaaaaaaaaaapapppppaappppaaaaaaaaaapppppappppaaaaaaaaaaaaappppppppaaaaaaaaaapppppppaapppppppaaaaaaappppappppaaaaaaaaaaaaaapppppppppaaaaaaaaapppppppaappppppppaaaaaapppppppppapaaaaaaaaaaaappppppapaaaaaaaaaappppppppapppppppaaaaaaapppppppppppaaaaaaaaaaaapppppppppaaaaaaaaapppppppaappppppppppaaaappppppppppapaaaaaaaaaaapppppppppppppaaaaappppppppapppppppaaapaaapppppppppppappaaaaaaaaapppppppppppaapaaaappppppppappppppppppppaapppppppppppapappppaaaaapppppppppapaapaaaappppppppapppppppppppppapppppppppppappapappaaaapppppppppapapppppapppppppppppppppppppappppppppppppppapppppppppaapppppppppppapppappppppppppappppppppppppppppppppppppppppppappaapp
3,33,71,16,28,18,25,3,5,7,6,11,19,19,27,27,38,45,43,49,55,56,65,paaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaapaaaappaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaaaaaaaappaaapaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaapppppapaaaaaaaaaaaaaaaaaaaaapppapapppaaaaaaaaappppppaaaaaaaaaaaaaaaaaaapppapappaaaaaaaaaaaaaaaaaaaappapaappppaaaaaaaapppapappaaaaaaaaaaaaaaaaappppppppppaaaaaaaaaaaaaaaaaapppapppppppaaaaaaapppppappaaaaaaaaaaaaaaaaapppppapapapaaaaaaaaaaaaaaaaappppppapppapaaaaaapppppappppaaaaaaaaaaaaaaapppppapppapppppaaaaaaaaaaaaapppppppppppapppaaapppppaappappppaaaaaaaaaaapppppppppapppppppppaaaaaaaaapppppppppppappppaapppppppppaaapappaaaaaaaaapppppppppapappppppaaaaaaaaaapppppppppppappaapapppppppppappppaaaaaaaaaaapppppppppappppppppappaaaaaaapppppppppppapapaaapppppppppapppppapppaaaaaappppppppppppppppppppppaaaaaapppppppppppapppapapppppppppppppppaapappaaaapppppppppappppppppappppaaaaapppppppppppapppapppppppppppapppppapaapapppapppppppppppppppppppppaappppppppppppppppapppappppppppppppppppppppppaappp
3,34,62,16,19,16,27,3,3,3,7,13,17,19,25,24,27,35,36,44,47,48,58,paaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaappappaaaaaaaaaaappppppaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaapppppaaaaaaaaaaappaapapppppaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaappppappaaaaaaaaappapppppppapaaaaaaaaaaaaaaappppppppaaaaaaaaaaapppppaapaaaaaaaapppppappppaappaaaaaaaaaaaaappppappaaaaaaaaaaaapppppaaapaaaaaaapppppppppppapaaaaaaaaaaaaaappppapaappaaaaaaaaappppppaaapaaaaaappppppppppaapppaaaaaaaaaaaapppppppppapaaaaaaaapppppppappaaaaaapppppppppppapppppaaaaaaaaaappppppppppappaaaaaappppppaappaaaaaapppppppppppappaapppaaaaaaaappppapppppppppppaaapppppppapppaaaaappppppppppppppappaapppaaaaappppapppppapppaapaappppppppppppaaaappppppppppppppapppaapppppaappppppppppapppaaapapppppppppppappaappppppppppppppapppaappppaaappppppppppppppapappppppppppppppppppppppppppppppppppppaappppppp
3,35,57,16,16,16,25,4,4,4,6,10,11,17,20,25,26,31,36,44,47,45,53,ppaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapppapaaaaaaaaaaapppaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaapppppaaaaaaaaaaappapaaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaaaappppppaaaaaaaaaappapppaaaaaaaaaapappapppaaaaaaaaaaaaaaaaapppappaaaaaaaaaappppppppaaaaaaaapappppappaaaaaaaaaaaaaaaapppppppaaaaaaaaappppppaapaaaaaaappppapappppppaaaaaaaaaaaappppppaaaaaaaaaappppppppaaaaaaaappppppappaaappppaaaaaaaaappppppappaaaaaaapppppppppaaaaaaappppppppppaappppaaaaaaaaappppppaaappaaaaapppppppppppaaaaappppppppppapppppppaaaaaaappppppapapapppaapppppppppppppppapppppppppapppppppppaaaaaappppppaapppppppappppppppppappapapppppppppppppppppppppaaaappppppaapppapaaapppppppppppppapappppppppppppppppppppapaaappppppapppppppapppppppppppappappppppppppppppppppppppppppp
3,36,64,16,26,16,22,3,3,7,10,12,14,19,23,30,31,34,40,46,54,55,56,paaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaapaaapaaaaaaaaaaaaaaaaaaaaaappapppaaaaaaaaapappaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaaapapaappaaaaaaaaapppppaaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaaaaaaaaapapaappppaaaaaaapappapaaaaaaaaaaaaaaaappappppppaaaaaaaaaaaaaaaaapapppppaaaaaaaaappppaapaaaaaaaaaaaaaaappappppppppaaaaaaaaaaaaaaapappppppaaaaaaaapppppapaaaaaaaaaaaaaaappapppppppppaaaaaaaaaaaaaappppppppapaaaaaapppppapppppaaaaaaaaaaapppppppppppappaaaaaaaaaaaapappppppppaaaaaapppppppppaaaaaaaaaaaaappapppppppppaapaaaaaaaaaaappppppppppaaaaaapppppppppapppaaaaaaaaappapppppppppapppppaaaaaaaappppppppppppaaaapppppppapapapppaaaaaaappapppppppppppappppppaaaaappppppppppapppaapppppppppapappappaaaaappppppppppppppppppapappaaapppppppppppppppppppppppppappppapapppaapppppppppppppppppppapapppappppppppppaapppapppppppppapappappppppppppppppppppppppppppppapaappppppppppppapppappppppppppppppappaappp
3,37,64,16,25,24,15,4,4,6,9,11,15,21,27,25,32,30,36,45,54,53,61,paaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaaaaaaapaapapaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaapappappaaaaaaaapapappaaaaaaaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaaaappapappaaaaaaaapppapppaaaaaaaaaaaaaaaaaapppppappppaaaaaaaaaaaaaappppapapaaaaaaapppappapaaaaaaaaaaaaaaaaapppppappppppaaaaaaaaaaaappppppppppaaaaapppppppappaaaaaaaaaaaaaaapppppaapaappaaaaaaaaaaaappppppappaaaaaapppppppppppaaaaaaaaaaaaaappppppppppppaaaaaaaaaaaapppppppppaaaaaapppppppppaapaaaaaaaaaaaaapppppappppppaaaaaaaaaaaapppppppppaaaaaappppppppppapppaaaaaaaaaaapppppppppppppppaaaaaaaaappppppppaaaaaaappppppppppppppppppaaaaaaappppppppppppppppaaaaaaaapppppppppppaaaappppppppppppppappppppppaapppppppppppppppppppaaaaappppppppppapppappppppppppppppaappppappppppppppppppppppppppapaaaappppppppppaapapppppppppppppppppppppappppppppppppppppppppppppppppppppppppppppapa
3,38,80,16,26,26,28,3,4,4,11,7,12,18,19,22,31,36,39,43,55,64,69,paaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaaappaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaappaaappaaaaaaaaaaaaaaaaaaaappppapaaaaaaaaaaaaaaaaaaapaappaaaaaaaaaaaaaaaaaaaaaaappaaappppaaaaaaaaaaaaaaaaappppappppaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaaaappppapaaaaaaaaaaaaaaaaaaaaapppppppapaaaaaaaaaaaaaaaappppappaaaaaaaaaaaaaaaaaaaaappppaapaapaaaaaaaaaaaaaaaaapppppppaapaaaaaaaaaaaaaaappppppappaaaaaaaaaaaaaaaaaaapppppppppaaaaaaaaaaaaaaaaappppppppappppaaaaaaaaaaaaappppppppappaaaaaaaaaaaaaaaaappppppppppppppaaaaaaaaaaaappppppppappaapaaaaaaaaaaaappppppapppppaaaaaaaaaaaaaaaappppapppppaaaappaaaaaaaaaappppppppappaaappppaaaaaaaappppppppappappppaaaaaaaaaaaappppppppppapaaaapppaaaaaaappppppppappapappappaaaaaaappppppppppppaaaappaaaaaaaaaappppppppppaaappppaappppaaappppppppappappppppppppaaaappppppppppppaaappapppaaaaaaappppppppppapapappppppappaapppppppppppapppppppapppppappppppppppppapappppppppaaaaappppppppppppppppaappaapppppppppppppppapppapppppaapapppppppppppppppapppppppappppp
3,39,77,16,20,29,28,3,5,3,6,9,10,13,18,26,30,43,52,52,59,66,74,paaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapapapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaaapaaaappaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaaaaaapaaaapppaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaapaapapaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaaaaaaaaapapppapppaaaaaaaaaaaaaaaaaaapaapapappaaaaaaaaaaappppappaaaaaaaaaaaaaaaaaaaaaapapppapappaaaaaaaaaaaaaaaaaappapppppaaaaaaaaaaaapppppaappppaaaaaaaaaaaaaaaaaapapppappappppaaaaaaaaaaaaaaappapppppppaaaaaaaaaapppppaaaapappppaaaaaaaaaaaaaapppppapapaaappppaaaaaaaaaaaappppppppapppppaaaaaapppppaaapppapaapppaaaaaaaaaaappppppppppappppppppaaaaaaaaappppppppappapppppaaapppppapaapppppppapppppaaaaaaappppppppppppppapppappaaaaaaappppppppapppppaappaapppppppappppppapapappaaaaaaaappppppppppppppapapaaappppaaappppppppapppppapapaappppppppppppppappppppapaaaaaappppppppppppppappppaappapppapppppppppppappapappppppppppppppppppppppppaappaaaapppppppppppppppppppapppapppppppppppppppppppppppppppppppppppppppppppppappppppppppppppppppppppppppapppppppa
3,40,61,16,24,16,21,3,6,6,6,9,12,20,20,23,26,33,38,37,43,48,54,paaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapapapaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaappapaaaaaaaaaaaaaaaaapapaapppaaaaaaaaaaaaaaaappppaaaaaaaaaaaappapaaaaaaaaaaaaaaaaapppappppaaaaaaaaaaaaaaaappppppaaaaaaaaaapppppppaaaaaaaaaaaaaapapapappppaaaaaaaaaaaaaappppapppaaaaaaaapppppaapaaaaaaaaaaaaappppaappaappaaaaaaaaaaaappppappppaaaaaaapppppapapaaaaaaaaaaaapppappppppaappaaaaaaaaaappppapppapaaaaaapppppppaaaaaaaaaaaaaapppppppppapappppaaaaaaaapppppppppapaaaaappppppppapaaaaaaaaaaapppppppppppappppppaaaaaapppppppppaaaaaaappppppppappppaaaaaaaapppppppppapappppaappaaaappppppppppaaaaaapppppppppaaappaaaaaaapppppppppapapppappappaaappppppppppppppaapppppppppaaapappaaaaapppppppppppappppppppappapppppppppppaaappppppppppppaaapaapppaappppppppppppppppppppappppppppppppppapapappppppppppapppappappp
3,41,58,16,14,26,18,3,4,5,7,10,17,16,22,23,31,35,44,46,47,53,54,paaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapapaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaapaapaaaaaaaaaapapaaaaaaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaappppaaaaaaaaaappapaaaaaaaaaaaaaaaaaaaaaappapaaaaaaaaaaaaaapappppaaaaaaaapppappppaaaaaaaaaaaaaaaaaaapappppaaaaaaaaaaappppaapaaaaaaappaappaapaaaaaaaaaaaaaaaaaappppaappaaaaaaaaapppppapaaaaaaapppaapapppppaaaaaaaaaaaaaaappppapppaaaaaaaaapppppapaaaaaaapppaapappppappaaaaaaaaaaaaappppapppaaaaaaaaappppppppaaaaaapppaappppppaaappppaaaaaaaappppppppppaaaaaaaappppppppppaaaapppappappppppappapppaaaaaaapppppppppaaaaaaaappppppppppppaapppppppppppapaapapppppaaaappppppppppppppaaaapppppppppappaapppppppppppapappppapppppaapppppppppppapppaaapppppppppppppappppppppppppppppppapppaaaappppppppppppaapaaappppppppppppappppppppppppppppppppppppapappppppppppppppppaappppppppppppaapppppppppppppppppppppppapppppppppppppppppapp
3,42,61,16,21,22,18,3,4,6,11,12,18,21,20,24,30,38,37,45,48,51,56,paaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaapaapppaaaaaaaaaaaapaapappaaaaaaaaaaaaaaappaapaaaaaaaaaaaaaaaaapaapapppaaaaaaaaappapappppaaaaaaaaaaaaappappppaaaaaaaaaaaaaapapapapaapaaaaaaaapappapppappaaaaaaaaaaappappaaaaaaaaaaaaaaaapppppppapapaaaaaaappppaappaaapaaaaaaaaappppppaapaaaaaaaaaaaaappappapapaaaaaaaaappppppppapaaaaaaaaaaappppppaaappaaaaaaaaaaapppppapapaaaaaaaaappppppppapppaaaaaaaaapppppppaapappaaaaaaaaapppppppppaaaaaaaaappppppppppppaaaaaaaaappppppaaapappppaaaaaaapppppppppppppppaaapppppppppppppppaaaaaappppppapapppppapaaaaaapppppappppaaaaaaaapppppppppppppppppaaaappppppappppppaaapaaaaapppppappppppppappappppppppppppppapappaappppppppppppppapaaaaaapppppppppppppppapapppppppppppppppaapppappppppapppppppppappaaappppppppppppppappappppppppppppppappapapppppppppppppppppaapppppppppppppppppppppp
3,43,61,16,18,21,22,3,5,5,8,10,12,19,22,24,27,31,40,42,48,51,53,paaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaapaapaaaaaaaaaaaaaapapaapaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaapaaappaaaaaaaaaaaapppaaappaaaaaaaaaaaaappppaaaaaaaaaaaaaaaaaappappappaaaaaaaaaappppppapppaaaaaaaaaaappppaaaaaaaaaaaaaaaaaappapppapppaaaaaaaapppappapaappaaaaaaaaappppappaaaaaaaaaaaaaaappapppapaapaaaaaaappppppappaaapaaaaaaaappppaappppaaaaaaaaaaaappapppapaaapaaaaaappppppppppppaaaaaaaaappppappapapaaaaaaaaaaappppppppapaaaaaaaappppppappappapaaaaaaapppppppppppaaaaaaaaaaappppppppppaaaaaaaappppppppppppppppaaaaappppppppppppppaaaaaaaappppppppapapppaaaapppppppppppppapppaaaappppppppppppppaaaaaaaappppppppppppaappaappppppppppppppppppaaappppppppppppppppaaaaaappppppppppapaaappappppppppppppppppppppappppppppppppappappppaappppppppppppaaapapppppppppppppppppppapppppppppppppppppappaapp
3,44,69,16,25,22,22,3,4,7,9,10,12,17,24,26,27,33,36,46,56,59,63,paaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaaaaaaapaaaaaaaaaaaaaaaaaaapappaaaaaaaaaaaaaaaaaaapapppaaaaaaaaaaaaaaaaaaaapppaaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaaapappapaaaaaaaaaaaaaaaaaapapaaaaaaaaaaaaaaaaaaappappaaaaaaaaaaaaaaaaaappppaapaaaaaaaaaaaaaaaaapppppaaaaaaaaaaaaaaaaappaaaaaaaaaaaaaaaaaaaapppppaaapaaaaaaaaaaaaaaaappppppaaaaaaaaaaaaaaaappapppaaaaaaaaaaaaaaaapppppaappppppaaaaaaaaaaaappppppppaaaaaaaaaaaaaappapppaaaaaaaaaaaaaaaappppppaaaaapppaaaaaaaaaaappppppaappppaaaaaaaaaappapppppaaaaaaaaaaaaaappppppppaaappapaaaaaaaaaappppppaaappapaaaaaaaaapppppppaaaaaaaaaaaaaaapppppppppaappaappaaaaaaaappppppaaapppappaaaaaaapppppppappaaaaaaaaaaaappppppppppppppapappaaaaaapppppppaapppaaaaaaaaaapppppppaaappaaaaaaaaaappppppppppppppapapppaaaaappppppapppppapappaaaaapppppppppapppppaaaaaaappppppppppppppppapppppaaappppppppppppppapppppaapppppppppappapappppaaappppppppppppppapapppppppappppppppppppppppppapppppppppppppppppaaapapaappppppppppppppappppppappppppppppppppppppppppppappppppppppppppaappappp
